name,source,ra,dec,l,b,theta_D,d_mpc,R_Thales
PGC1013442,CF3,172.61166666666668,-7.761111111111111,270.7101035133617,49.97506851277987,36.37156404871995,126.47,157.06886666106288
,CF3,194.9995833333333,-22.400555555555552,305.53147143812566,40.42798230258492,15.434373432009725,126.47,131.20166800452031
2MRS_188.77-37.26,2MRS,188.76587,-37.25854,299.3228510545396,25.498437306130885,5.158487258953583,126.47945205479452,126.99380189369998
2MRS_171.51-35.42,2MRS,171.50665,-35.41656,283.93357704449016,24.284440812541707,19.142103736111853,126.6027397260274,134.01253375866827
2MRS_193.30-32.17,2MRS,193.29834,-32.17364,303.36391842719377,30.6966375483212,5.877170965100458,126.75342465753425,127.42319985950041
2MRS_198.11-2.46,2MRS,198.11105,-2.45675,313.4651064360752,59.98469949483398,35.47526794923706,126.86301369863014,155.78130367224745
2MRS_201.62-22.56,2MRS,201.62325,-22.564,313.45188239024674,39.59060557226372,16.226318025656308,126.87671232876713,132.140470673918
2MRS_151.63-39.72,2MRS,151.63481,-39.71933,271.59581036368326,12.914471453095937,33.70475451619053,127.05479452054794,152.72696347674557
ESO378-021,CF3,177.1204166666667,-33.085,288.02177191013175,27.957419726237127,15.468480137647365,127.06,131.83543241768623
IC4330,CF3,206.81208333333333,-28.331666666666667,317.5818598638135,32.94743581665112,13.55841563082336,127.06,130.70249462843728
,CF3,247.73541666666668,-68.43194444444445,320.9546424728879,-13.640110442295468,41.6553102430735,127.06,170.05800651385647
,CF3,184.20458333333335,-51.36888888888889,297.4375021015165,11.133156333040139,15.608954330756543,127.06,131.92533682363265
,CF3,163.68625,-48.11888888888889,283.61604365133456,10.327996412502433,25.040280675983002,127.06,140.24120809738073
,CF3,198.90416666666667,-73.37055555555555,304.6887309347958,-10.581334659985336,35.582629217760974,127.06,156.23209209712738
LEDA,CF2,205.88833333333332,-38.17597222222222,314.08010456568894,23.565001397044103,8.398464642288301,127.06,128.43733017892274
2MRS_213.83-32.95,2MRS,213.82629,-32.94967,322.57252213252616,26.703425817044323,15.892647735564111,127.0958904109589,132.14701770203408
2MRS_167.31-70.25,2MRS,167.31487,-70.25478,294.44804571426425,-9.084597179747028,35.60234528436027,127.20547945205479,156.44949990413676
2MRS_171.21-13.13,2MRS,171.20737,-13.13326,272.6336999294224,44.583561359058045,32.661766812414534,127.27397260273973,151.17988190206836
2MRS_183.91-7.79,2MRS,183.90648,-7.78915,287.71614897577774,54.02123762319722,31.74509428527912,127.28767123287672,149.68024323366654
2MRS_166.57-41.62,2MRS,166.57153,-41.615,282.6652460978142,17.081656531000057,22.260219474466066,127.34246575342466,137.59717715047833
2MRS_196.23-32.10,2MRS,196.23294,-32.10317,306.25462572878297,30.681508295545793,5.788647881015119,127.38356164383562,128.03645643884778
2MRS_192.10-42.22,2MRS,192.10266,-42.21668,302.3329287588914,20.651549145557407,4.99471834637255,127.5068493150685,127.99287305902003
2MRS_175.52-16.46,2MRS,175.52177,-16.46311,279.82039243799204,43.27470047792719,27.518323246312907,127.56164383561644,143.83464701068286
ESO316-015,CF3,150.22083333333333,-42.68444444444444,272.568636591771,9.912179024312504,34.28098856733066,127.64,154.47450200318332
,CF3,186.44875,-21.745833333333334,295.0654378594198,40.73391091808293,17.780410148581556,127.64,134.0427029751244
ESO382-021,CF3,198.58375,-37.19611111111111,307.979916374032,25.451107813697906,2.733160695570413,127.64,127.78536298335591
,CF3,199.02291666666667,-37.33277777777778,308.3492731032427,25.279506744632666,3.044784102245569,127.64,127.82044126023779
ESO325-004,CF3,205.88833333333332,-38.17611111111111,314.0800713977056,23.564865876417137,8.398462320865907,127.64,129.02361660611484
ESO385-007,CF3,214.71708333333333,-34.36277777777778,322.77373953087533,25.11791678678223,16.08949702466356,127.64,132.84348281113796
ESO385-042,CF3,218.35541666666666,-33.755833333333335,326.089193749568,24.489022257713376,19.140419884964317,127.64,135.10912452670303
,CF3,139.98,-32.528055555555554,259.51794824907364,11.985127271230802,44.817921487170956,127.64,179.93930501592033
,CF3,255.07375,-66.3086111111111,324.47630796554114,-14.527866225091273,43.85348055954469,127.64,177.0039479668028
,CF3,217.38875,-9.561388888888889,339.2524822779618,46.275982533405134,34.593647025680205,127.64,155.05357687044602
,CF3,194.75041666666664,-2.6286111111111112,306.73344551602594,60.187297428981864,35.20779442010433,127.64,156.21739977891863
,CF3,182.75708333333336,-1.8800000000000001,282.7856194980568,59.401888331341745,37.73465129619577,127.64,161.39524199944685
2MRS_203.03-28.16,2MRS,203.02609,-28.15682,313.73346405236225,33.860544595274845,11.666809777195267,127.64383561643835,130.33657402904478
2MRS_198.99-3.65,2MRS,198.98952,-3.65413,314.7530219280001,58.6537072950845,34.35184409925274,127.67123287671232,154.6427821022144
2MRS_182.58-46.71,2MRS,182.58452,-46.71017,295.63724032560964,15.57862634990603,12.869219637333945,127.71232876712328,131.00299460563255
2MRS_165.99-6.41,2MRS,165.98753,-6.41183,261.2009860080202,47.56121980973999,41.12190825472352,127.72602739726027,169.55263089956924
2MRS_153.51-35.14,2MRS,153.50841,-35.1356,269.99984746491407,17.48070568805482,33.377392505718696,127.75342465753425,152.98620346455783
2MRS_156.50-32.90,2MRS,156.49576,-32.90347,270.7730792359171,20.732990293677418,31.740985585285106,127.78082191780823,150.25348352847993
2MRS_195.57-30.90,2MRS,195.56656,-30.90141,305.6683576477721,31.912800008053225,6.93767224302819,127.8082191780822,128.75091576879703
2MRS_165.23-6.70,2MRS,165.2251,-6.69791,260.5615656033877,46.87786821799949,41.34011793314101,127.89041095890411,170.33843961930728
2MRS_195.28-30.81,2MRS,195.28491,-30.81414,305.38851899348236,32.0113297090243,7.019617982728861,127.9041095890411,128.87007253871494
2MRS_186.25-23.25,2MRS,186.25232,-23.24643,295.08848936799353,39.22248393775399,16.489896019278106,127.9041095890411,133.39048624326097
2MRS_213.05-40.42,2MRS,213.04984,-40.41586,319.1597793968798,19.897240660421353,14.035772083338385,127.93150684931507,131.86850767292307
2MRS_195.53-32.79,2MRS,195.52939,-32.78717,305.5244675887137,30.03081456239577,5.052247111465255,128.02739726027397,128.52674835724181
2MRS_181.77-51.77,2MRS,181.77164,-51.76792,295.97970839890706,10.504145067483236,16.83452406262032,128.06849315068493,133.80258064431024
2MRS_141.42-31.24,2MRS,141.41817,-31.23587,259.4303646974066,13.760975461613581,44.21143731393595,128.12328767123287,178.75055143508183
2MRS_173.23-33.63,2MRS,173.23419,-33.6347,284.73246764319117,26.447609122671118,18.29736987172362,128.16438356164383,134.98946576212035
2MRS_209.76-19.06,2MRS,209.76237,-19.05856,324.2836876877726,40.993120274344726,22.643972022549267,128.2054794520548,138.91363487214522
,CF3,207.30083333333334,-2.429722222222222,330.41876447163014,57.326622250717996,37.09376164728286,128.23,160.75981207479313
ESO583-005,CF3,235.73708333333332,-18.397222222222222,350.1286803644326,28.356011349770558,40.2337019853213,128.23,167.96865813832508
,CF3,144.41708333333332,-36.890277777777776,265.2976800252157,11.447444444961267,39.888406725254804,128.23,167.11957214316504
,CF3,202.18666666666667,-28.030277777777776,312.88293803898415,34.11954391085863,11.400430962197998,128.23,130.81094068943756
,CF3,189.77166666666668,-20.188055555555557,298.99427104174896,42.589242223855585,18.27083136040057,128.23,135.03790852331
,CF3,141.46916666666667,-31.873333333333335,259.9308455635132,13.346818867318579,43.91633290299814,128.23,178.0098442983604
,CF3,202.06125,-24.616944444444446,313.49058983752496,37.49901378024366,14.437718782053087,128.23,132.41166163654876
,CF3,133.94958333333332,-61.794999999999995,278.612842224955,-10.639708524945815,43.9543025782892,128.23,178.12354232851817
2MRS_170.11-41.52,2MRS,170.10692,-41.5206,285.18540230187364,18.19367061212193,19.613817130793578,128.3013698630137,136.20442315593243
2MRS_165.43-6.86,2MRS,165.43398,-6.86043,260.946972879979,46.87288831392576,41.085855405675375,128.3972602739726,170.35012587801145
2MRS_200.12-30.90,2MRS,200.12286,-30.89632,310.2469607927965,31.562425161793026,8.023016568248234,128.43835616438355,129.70792685481644
2MRS_204.92-23.89,2MRS,204.91788,-23.88731,316.8968749673625,37.672988203720294,16.213176825597497,128.43835616438355,133.75797807357594
2MRS_190.62-25.21,2MRS,190.62431,-25.20747,300.3785390992925,37.61994991232843,13.218079274860143,128.43835616438355,131.93370213274204
2MRS_166.59-2.32,2MRS,166.58719,-2.31503,258.0754220011935,51.16751289386245,44.16501367902143,128.5205479452055,179.16362128169143
2MRS_171.09-35.02,2MRS,171.08664,-35.01641,283.4240617274843,24.53462839410324,19.57620451854822,128.57534246575344,136.4633776956798
2MRS_211.43-17.40,2MRS,211.42906,-17.39769,327.05616118714937,41.968185716570076,24.885337994850893,128.65753424657535,141.82581624266288
2MRS_192.44-23.86,2MRS,192.44141,-23.86053,302.4398733620104,39.00962232539397,14.175025959107337,128.67123287671234,132.7120244165279
2MRS_174.06-37.76,2MRS,174.05502,-37.75619,286.88818984240584,22.76097968631009,16.699005785788533,128.67123287671234,134.33654329162133
2MRS_173.20-33.64,2MRS,173.19525,-33.63586,284.69877344009564,26.435682116445214,18.327534289222218,128.67123287671234,135.5469217039798
2MRS_173.16-40.81,2MRS,173.15874,-40.81221,287.2137742046393,19.641994229961593,17.28619555019952,128.76712328767124,134.858348640912
ESO317-011,CF3,154.77875,-40.678888888888885,274.174159222997,13.536128941717855,31.177060191565094,128.82,150.5660081378528
ESO571-009,CF3,174.19083333333333,-22.22222222222222,281.0152794961627,37.45095977736023,23.885653269174934,128.82,140.88614098124575
PGC037575,CF3,179.2925,-14.276666666666667,283.62841097460466,46.55104745343434,27.47252326626276,128.82,145.19311266843013
IC0807,CF3,190.55208333333331,-17.40361111111111,299.79480194738494,45.411912178178845,20.838671634890936,128.82,137.83646410067837
,CF3,200.7625,-41.56638888888889,309.25479247960027,20.916930996013054,5.657670563738491,128.82,129.45059597068024
ESO583-008,CF3,239.45916666666665,-22.49388888888889,349.7511604649581,22.987343220624297,40.749772636351686,128.82,170.04423671778076
,CF3,217.52958333333333,-6.4286111111111115,341.9751712004662,48.81747344776573,37.361328728258684,128.82,162.07353831652813
,CF3,203.1975,-23.521944444444443,315.0476303820137,38.3750104606457,15.85005273010672,128.82,133.91134043461454
,CF3,190.57625,-5.785,298.75706763072105,57.01269947122627,32.3275937966128,128.82,152.44891217922054
LEDA,CF2,206.95374999999999,-33.290277777777774,316.2756415679968,28.116463543351966,10.551151107780408,128.82,131.03557251832441
2MRS_203.02+1.60,2MRS,203.0233,1.59727,325.5278314293374,62.67180497127382,40.083711141579485,128.86301369863014,168.42537885728007
2MRS_203.03-22.12,2MRS,203.02875,-22.11902,315.2203180347211,39.78015093952925,17.086894172616987,128.86301369863014,134.81365492164096
2MRS_155.08-28.87,2MRS,155.07967,-28.87384,267.18738858187163,23.315153706245212,34.43164527972133,128.87671232876713,156.25182351285528
2MRS_174.46-32.17,2MRS,174.45769,-32.17055,285.2876560425068,28.166764612239003,17.88943894743301,128.8904109589041,135.43873265515788
2MRS_227.82-9.88,2MRS,227.82138,-9.87554,350.2399222219463,39.8188427433696,40.466300952875194,128.9041095890411,169.43503482786
2MRS_197.92-5.44,2MRS,197.92227,-5.43995,312.2308222227961,57.065718561889724,32.48617834821302,128.94520547945206,152.86542955040386
2MRS_196.29-32.19,2MRS,196.28552,-32.19127,306.2999881684345,30.590843434894516,5.707720863376822,128.95890410958904,129.60144511624742
2MRS_176.45-44.27,2MRS,176.45474,-44.2652,290.7194157741863,17.044965644834654,15.50617400783295,129.12328767123287,134.00069162862502
2MRS_194.18-41.33,2MRS,194.17836,-41.33475,303.99643820264555,21.526095633628604,3.5941116401437765,129.16438356164383,129.41892778653056
2MRS_189.96-44.39,2MRS,189.95584,-44.38995,300.7451907359671,18.4324804355747,7.663613767871063,129.17808219178082,130.34228789584472
2MRS_166.16-41.73,2MRS,166.15712,-41.73449,282.4226856688795,16.84445901024272,22.57029416332839,129.1917808219178,139.9073798653013
2MRS_170.27-46.49,2MRS,170.26784,-46.49067,287.14236856686773,13.592059973509604,20.31434464261994,129.2054794520548,137.77478947312414
2MRS_211.30-53.66,2MRS,211.29764,-53.65934,313.83241128738285,7.644231085439137,19.296850114083764,129.21917808219177,136.91095600704844
2MRS_210.51-16.54,2MRS,210.50827,-16.5406,326.3849864489206,43.0931825449473,25.1784767662912,129.21917808219177,142.78568380061898
2MRS_195.61-32.54,2MRS,195.61369,-32.54282,305.62020342945783,30.27141842403827,5.299939214254926,129.23287671232876,129.78774577873753
2MRS_244.90-59.20,2MRS,244.89624,-59.20255,326.8979041326531,-6.394249917056572,37.94329638042347,129.24657534246575,163.8896173823314
2MRS_228.91-44.11,2MRS,228.90842,-44.1132,328.4724020883351,11.491656247063451,25.993448999292514,129.3013698630137,143.85293390326
2MRS_194.47-24.18,2MRS,194.46652,-24.17567,304.80986177308057,38.67263975180846,13.673584132432755,129.36986301369862,133.14338493453624
2MRS_131.94-61.66,2MRS,131.93547,-61.66169,277.9036657354247,-11.305356001730017,44.900917722244195,129.36986301369862,182.64104474331182
2MRS_166.03-38.54,2MRS,166.03178,-38.53781,280.9098809538378,19.701893978891015,22.86640418975991,129.41095890410958,140.44831243656978
,CF3,166.4275,-9.916666666666666,264.6453957590841,44.952248377780286,38.06056340942248,129.42,164.37217481519397
,CF3,193.44625,-15.24611111111111,303.7718477219026,47.62181112163374,22.642705642950396,129.42,140.2283033743827
,CF3,194.89208333333332,-21.096666666666664,305.4734764819657,41.73495761717495,16.739551968157674,129.42,135.14700316265456
ES444-010,CF3,200.115,-30.90861111111111,310.2372117463789,31.551131652053392,8.008996746691162,129.42,130.69477023478348
,CF3,207.31083333333333,-33.184999999999995,316.63336430655374,28.144120206056794,10.863615352687688,129.42,131.78171327995915
ESO583-007,CF3,237.47666666666666,-21.049444444444447,349.40741425597776,25.306253040624533,40.006718521370914,129.42,168.96243728330057
,CF3,159.47666666666666,-7.205555555555556,254.80758180858632,42.85058147705015,44.53674862886844,129.42,181.56546550112554
,CF3,196.42125000000001,-42.361666666666665,305.73974782103926,20.43239714968438,4.6182507745006935,129.42,129.84155897413908
,CF3,202.92791666666668,-21.411666666666665,315.2896530338779,40.491704335979954,17.7145599525918,129.42,135.8620071322601
,CF3,174.94333333333333,-77.72833333333334,299.04312576740375,-15.401029822355873,40.81634744721795,129.42,171.00757206025955
,CF3,176.58541666666667,-44.168055555555554,290.7873588227834,17.163252270830355,15.387143088552826,129.42,134.23153340329446
PGC615249,CF3,206.4425,-37.946666666666665,314.6002559882081,23.69094958332729,8.841955655961177,129.42,130.97651303603243
,CF3,170.17208333333335,-4.895555555555555,265.1143353702907,51.18870502816429,40.07715525127064,129.42,169.1370798755917
,CF3,169.39625,-22.535833333333336,276.1130330597883,35.40124973922183,26.918836029915198,129.42,145.14684284726673
2MRS_167.89-41.27,2MRS,167.8886,-41.26933,283.4659385601752,17.796301915837486,21.271314331578523,129.43835616438355,138.90128752153456
2MRS_196.95-23.00,2MRS,196.94836,-22.99556,307.8272592150475,39.72067758698239,14.910802126696996,129.43835616438355,133.94873361686652
2MRS_140.95-42.09,2MRS,140.95074,-42.09219,266.9820762624189,5.841264615795058,41.12213432788138,129.46575342465752,171.86265922804787
2MRS_247.97-70.18,2MRS,247.97359,-70.1836,319.65249142121564,-14.857718468532177,42.34105253701341,129.57534246575344,175.3034864964852
2MRS_174.44-7.27,2MRS,174.43716,-7.26756,272.87532745197893,51.252517571341635,35.90371343235287,129.58904109589042,159.98575252770348
2MRS_194.27-36.10,2MRS,194.26607,-36.10135,304.20466582608543,26.756495561936323,1.89664510984404,129.6164383561644,129.6874869205664
2MRS_227.85-45.14,2MRS,227.84973,-45.13652,327.2695085424946,11.019374783190843,25.307884537277193,129.64383561643837,143.40755783476885
2MRS_172.52-13.46,2MRS,172.51552,-13.45704,274.43946449580255,44.865691592114146,31.650632545236956,129.86301369863014,152.55324072271563
2MRS_228.78-43.36,2MRS,228.78412,-43.36053,328.80573673908384,12.175863598206222,25.883807680738993,129.87671232876713,144.35859520709195
2MRS_174.09-40.80,2MRS,174.08646,-40.79821,287.9181478593595,19.874087446620962,16.58423089882555,129.94520547945206,135.58540001349277
2MRS_197.88-30.44,2MRS,197.88171,-30.4422,308.0507322717809,32.22980492160955,7.708692539875927,129.95890410958904,131.14407133686754
2MRS_152.42-41.20,2MRS,152.41602,-41.19801,272.9874519662568,12.081515230803983,32.8681863042664,129.986301369863,154.760090016397
2MRS_203.52-36.84,2MRS,203.51944,-36.84391,312.35177358149474,25.246679738008154,6.660003059374487,130.0,130.8832192228346
ESO500-010,CF3,153.09041666666667,-25.76861111111111,263.5802570607307,24.696483235611584,37.43561394290125,130.02,163.7455317504882
ESO574-013,CF3,189.16,-19.673333333333336,298.1618345187864,43.06131782774547,18.91246551444578,130.02,137.43970100841412
,CF3,203.55208333333331,-32.977222222222224,313.18700492029274,29.04140587620112,8.334725484926311,130.02,131.40791505186706
,CF3,204.505,-22.924166666666668,316.7129734488741,38.69783778167662,16.896922028684394,130.02,135.88632127853953
,CF3,190.32583333333335,-8.619722222222222,298.65025878073715,54.167752708842514,29.548138595954722,130.02,149.458297152582
,CF3,220.84333333333333,-17.534166666666668,337.38721229332714,37.73700709134754,30.24236993020011,130.02,150.50308015145646
,CF3,186.27249999999998,-50.29611111111111,298.62969674155534,12.355414554040715,14.00363402753919,130.02,134.0025034483382
,CF3,138.17791666666665,-67.00277777777778,283.8638147320879,-12.634324986303257,42.909554565360324,130.02,177.51882280665578
,CF3,167.83875,-45.154444444444444,285.01301868490157,14.206766182122799,21.65973372629294,130.02,139.89788280079563
2MRS_213.53-40.25,2MRS,213.53444,-40.2478,319.58968744105414,19.93377979479119,14.391536847312556,130.06849315068493,134.28228681859014
2MRS_147.09-34.22,2MRS,147.08823,-34.22466,265.12203246437645,14.881980988624166,38.673251679807656,130.08219178082192,166.61776668948502
2MRS_197.68-31.54,2MRS,197.67654,-31.54433,307.72867358015276,31.14789636902073,6.601720147619346,130.1095890410959,130.97806338917997
2MRS_152.51-24.33,2MRS,152.50891,-24.32847,262.12393749709446,25.47878725086384,38.61346636725394,130.13698630136986,166.54894642727265
2MRS_197.15-32.15,2MRS,197.14726,-32.14802,307.148773883961,30.58326167559313,5.897536452658761,130.1917808219178,130.8845217105537
2MRS_213.17-40.45,2MRS,213.16739,-40.4534,319.2365930902188,19.832467435108356,14.12810823626624,130.1917808219178,134.25260174938876
2MRS_223.29-11.21,2MRS,223.28909,-11.20787,344.57879426443213,41.61557843752999,36.59101472977287,130.1917808219178,162.1497104927279
2MRS_156.43-29.53,2MRS,156.42659,-29.53209,268.6458747801944,23.469121842757588,33.08731915151313,130.26027397260273,155.47162018768236
2MRS_152.72-23.16,2MRS,152.71548,-23.15888,261.4532387546608,26.498712549660812,39.06290550857797,130.26027397260273,167.76290739831634
2MRS_196.13-32.25,2MRS,196.12575,-32.25142,306.1390839200215,30.538957482683244,5.629781951526865,130.27397260273972,130.90538916856065
2MRS_195.33-32.40,2MRS,195.33496,-32.4029,305.3556488032697,30.4222466839125,5.431368034961364,130.27397260273972,130.86150235208146
2MRS_200.84-26.11,2MRS,200.84354,-26.10951,311.8243618062538,36.210192691537216,12.646429695624022,130.3013698630137,133.5411216873703
2MRS_189.65-23.76,2MRS,189.65416,-23.76093,299.15539585558633,39.01678640136757,14.857987321051095,130.32876712328766,134.8371323190189
2MRS_211.37-22.55,2MRS,211.37314,-22.55281,324.5318918656461,37.19326254791423,20.62667757210014,130.32876712328766,139.25566627809184
2MRS_175.24-10.55,2MRS,175.24155,-10.54681,276.1748395116757,48.629449586642515,32.65472226627531,130.35616438356163,154.82880073504242
2MRS_140.45-33.32,2MRS,140.44675,-33.31697,260.3772788680379,11.723219126804777,44.15351341871561,130.3835616438356,181.72532518490988
2MRS_206.93-51.06,2MRS,206.93158,-51.05785,311.88332150856763,10.832971422920663,15.598342560532519,130.3835616438356,135.36916105557378
2MRS_243.22-21.62,2MRS,243.22235,-21.62333,353.04201246377517,21.085363149649574,44.158610701982276,130.43835616438355,181.81740137744785
2MRS_198.56-23.39,2MRS,198.56203,-23.39046,309.68861018217973,39.18184693084152,14.721570712926404,130.43835616438355,134.86570745328166
2MRS_182.52-46.61,2MRS,182.5168,-46.60756,295.5720215778314,15.672136786966435,12.841148702560956,130.4931506849315,133.84050285786114
2MRS_174.65-42.02,2MRS,174.64502,-42.01523,288.7278399239135,18.83819877632629,16.288381582098907,130.5068493150685,135.96415324436984
2MRS_171.03-30.46,2MRS,171.02983,-30.45673,281.48628563800673,28.753106177366128,21.270407595196776,130.53424657534248,140.07643289006947
2MRS_152.86-25.30,2MRS,152.86368,-25.29972,263.0801867535194,24.93247441219166,37.84500999979585,130.58904109589042,165.37097491128426
,CF3,135.06541666666666,-69.94388888888889,285.4148052402613,-15.406427585754871,44.69062369268633,130.62,183.73515601415414
,CF3,185.56833333333333,-17.990555555555556,293.2171239257274,44.330366873549906,21.57065283582746,130.62,140.45691114644976
,CF3,192.89083333333332,-28.244722222222222,302.965485786356,34.62701960420152,9.786773420333029,130.62,132.54896323903668
,CF3,211.91916666666668,-37.28583333333333,319.34457294247795,23.14413319160748,13.221334798539454,130.62,134.17650855477015
,CF3,168.34791666666666,-9.794722222222221,266.81246546169285,46.087936993298065,37.01201406697506,130.62,163.57981034655904
,CF3,209.96499999999997,-16.84722222222222,325.5691091808317,42.99682883949192,24.65785181649308,130.62,143.7255693329367
,CF3,222.09416666666667,-43.793055555555554,324.2549489896337,14.184058305442237,21.079493436911413,130.62,139.9876486089243
,CF3,190.37666666666667,-11.369444444444445,299.0262738608547,51.42697722372733,26.81932477536662,130.62,146.3638146915547
,CF3,205.23708333333332,-23.598888888888887,317.3428596253404,37.883470570658254,16.60617854929532,130.62,136.30504326776258
,CF3,183.07625,-51.98583333333333,296.8239657828649,10.42121688137087,16.51557175256217,130.62,136.24096001321078
2MRS_160.53-40.58,2MRS,160.5282,-40.57632,277.9425371019908,15.937278621622992,26.85728695082848,130.84931506849315,146.66993108844753
2MRS_153.26-17.31,2MRS,153.26208,-17.30586,257.5366616823931,31.270962611780234,42.0055006599282,131.04109589041096,176.34843244576638
2MRS_224.28-31.80,2MRS,224.27783,-31.80359,331.91634882793863,23.901286763212553,24.48719075759509,131.1095890410959,144.06792897546026
2MRS_181.66-47.35,2MRS,181.66096,-47.34523,295.10761718305355,14.844859162040885,13.757999534400982,131.12328767123287,134.9964887969156
2MRS_160.98-31.11,2MRS,160.98457,-31.10849,273.1913491337382,24.29931707905316,28.85208132907898,131.15068493150685,149.73788717801872
2MRS_181.35-21.40,2MRS,181.35376,-21.3992,288.85714679207024,40.21139669350115,20.33527943512306,131.16438356164383,139.88254441571553
2MRS_172.90-37.81,2MRS,172.89859,-37.80902,285.9685956646237,22.41854385107055,17.600048010482766,131.17808219178082,137.62001821113924
2MRS_151.15-16.26,2MRS,151.15338,-16.25994,254.97708582456625,30.676222186786983,44.24055554169301,131.1917808219178,183.1221048728002
IC0002538,CF3,150.98541666666668,-34.8075,268.072060785503,16.489450202454652,35.44689152254818,131.22,161.07462974278755
,CF3,161.0675,-11.2425,259.9074318764945,40.77155269726412,40.488454274857105,131.22,172.53602504317433
,CF3,176.22583333333333,-44.098888888888894,290.50772298152845,17.161878619579188,15.612504788955016,131.22,136.24698904819982
PGC042759,CF3,190.7625,-1.2825,298.5324743729674,61.51757849968868,36.78160057667681,131.22,163.8358321958345
ESO382-048,CF3,200.30666666666667,-35.52222222222222,309.7287007822324,26.95608421424636,4.67884925385642,131.22,131.65874400592404
,CF3,211.49166666666667,-12.0725,330.10302783793475,46.82964671942103,29.57320444846886,131.22,150.8751315565873
,CF3,196.57333333333332,-29.150555555555552,306.8266769184446,33.608827736045875,8.754425270442779,131.22,132.76676491586463
,CF3,222.23083333333335,-11.419444444444444,343.29070740924726,42.06355415934489,35.783192697306745,131.22,161.75330081583812
,CF3,210.55416666666667,-11.93,328.9584378030206,47.33338121943319,29.300346617240333,131.22,150.47020876521276
,CF3,212.79041666666666,-27.88138888888889,323.68676868031156,31.757149548540273,17.74358381666976,131.22,137.77391427067636
,CF3,197.56708333333333,-32.87833333333333,307.4888441267984,29.826748523714432,5.307864111940991,131.22,131.7850930937051
2MRS_199.88-24.48,2MRS,199.88327,-24.48423,311.04437892965296,37.94456133733785,13.924450238941862,131.2876712328767,135.2625117761397
2MRS_198.23-30.43,2MRS,198.233,-30.43181,308.40828354492544,32.2112815795745,7.80597073920213,131.31506849315068,132.5432550782651
2MRS_208.82-50.43,2MRS,208.819,-50.42752,313.2167862883008,11.165054779665368,15.874967051949413,131.42465753424656,136.63582314138898
2MRS_206.22-19.37,2MRS,206.22331,-19.36965,319.9209787507792,41.73191122101189,20.794928780010686,131.4794520547945,140.64122914953475
2MRS_171.36-35.55,2MRS,171.36188,-35.54966,283.86483350918684,24.118065360514898,19.224037291998318,131.53424657534248,139.3019581002597
2MRS_199.44-24.32,2MRS,199.43855,-24.31964,310.5626657937422,38.16187777601644,13.981254618760232,131.56164383561645,135.57817106982725
2MRS_161.07-69.18,2MRS,161.06796,-69.18485,292.00396171119763,-9.056594143671546,36.33565525190084,131.58904109589042,163.35106952692735
2MRS_196.08-32.49,2MRS,196.08493,-32.49047,306.0829720161347,30.30233070569492,5.388296123335321,131.63013698630138,132.2143701488679
2MRS_142.22-28.65,2MRS,142.21507,-28.65045,258.01267267188854,16.05979987308419,44.681031039710604,131.65753424657535,185.16392672561153
2MRS_151.70-39.49,2MRS,151.70322,-39.48977,271.49727962097086,13.129553896954787,33.69763047010877,131.6986301369863,158.29598586626383
2MRS_217.85-8.15,2MRS,217.85143,-8.14606,340.9360791360582,47.21479650855027,36.0401331220502,131.82191780821918,163.02385586240922
,CF3,158.1825,-12.637222222222222,258.2116376860387,37.909251771108906,41.473487063046576,131.83,175.94640357680444
ESO325-013,CF3,206.32250000000002,-38.17333333333333,314.44368047888656,23.491661470781338,8.739765073889664,131.83,133.37870428655842
ESO446-033,CF3,213.48125000000002,-32.60916666666667,322.4036036342047,27.12462741998565,15.764547104082855,131.83,136.98241717535473
,CF3,196.23291666666665,-32.10305555555556,306.25461089210296,30.68162373121534,5.788758549924788,131.83,132.50571062437615
,CF3,254.01208333333332,-63.14388888888889,326.82116892275315,-12.287722752504434,42.93283194332332,131.83,180.05806512562327
,CF3,200.72833333333335,-35.04861111111111,310.1831004510868,27.379580299990963,5.223585854815045,131.83,132.379772498702
,CF3,204.41083333333333,-31.776944444444442,314.27675927278756,30.07489286145279,9.659504780647728,131.83,133.7259251191324
,CF3,152.67125,-20.35138888888889,259.3669803685966,28.611396013069832,40.647836033060685,131.83,173.7513967160363
,CF3,219.78708333333333,-2.2144444444444447,348.6949386163268,50.83073651602956,42.13753710856622,131.83,177.7795268515557
,CF3,203.25625,-33.10027777777778,312.88220272058,28.96668674541849,8.063620004465514,131.83,133.14642893163764
,CF3,213.65833333333333,-40.59722222222222,319.55980691130367,19.572946285301434,14.512300639001165,131.83,136.1748119580469
,CF3,220.55291666666668,-37.87916666666667,325.90923487675366,20.000620753307103,19.92961332954138,131.83,140.2279614680557
2MRS_175.84-27.60,2MRS,175.83659,-27.6002,284.93717580305747,32.88108776010416,19.201463017188015,131.86301369863014,139.63096752448962
2MRS_173.14-33.77,2MRS,173.14294,-33.76601,284.7016200830569,26.298472703763046,18.32548220492582,132.0,139.05191553865714
2MRS_140.93-41.88,2MRS,140.92856,-41.87714,266.8180402523694,5.982317695237804,41.1864292889628,132.0,175.39875627409816
2MRS_206.87-49.10,2MRS,206.86769,-49.10097,312.2834418496475,12.750695403508786,14.046012532310943,132.013698630137,136.0824084403408
2MRS_252.68-62.71,2MRS,252.6833,-62.71408,326.7912237737575,-11.546418822976937,42.27514403181212,132.02739726027397,178.4339707383428
