name,source,ra,dec,l,b,theta_D,d_mpc,R_Thales
2MRS_195.30-5.56,2MRS,195.29546,-5.55668,307.41452885162505,57.2302382701855,32.27699693363462,16.616438356164384,19.653346197275887
LEDA,CF2,208.54666666666668,5.227222222222222,340.0269458485446,63.48498019238777,44.80655443376642,16.67,23.49574635420899
2MRS_210.34-33.06,2MRS,210.33981,-33.06378,319.42821727463183,27.558280721662697,13.179115556492707,16.698630136986303,17.150334399046496
2MRS_147.53-73.92,2MRS,147.53401,-73.9222,291.14745643308066,-15.358460100953808,42.55830034688852,16.71232876712329,22.688795204524684
UGC07931,CF3,191.38333333333333,-0.535,299.75516045647186,62.300324127073004,37.46677677355588,16.83,21.20431968227818
LEDA,CF2,191.28583333333333,-0.4618611111111111,299.5374178847523,62.3683945704482,37.548228543705875,16.83,21.227468964572164
2MRS_218.17-44.17,2MRS,218.16991,-44.17461,321.4428530246069,15.027956542515323,18.360327945922485,16.89041095890411,17.79634564249553
PGC043341,CF3,192.32625,-4.016388888888889,301.9035449376879,58.85110214483613,33.92143824477025,16.9,20.366266536068327
NGC004980,CF3,197.29208333333335,-28.641666666666666,307.6287131932703,34.0683359095192,9.351152570039181,16.9,17.127607988660685
2MRS_190.06-25.33,2MRS,190.05756,-25.32688,299.7403136588409,37.47540587959254,13.254727659575325,16.958904109589042,17.423048134330138
2MRS_193.09-1.20,2MRS,193.09213,-1.19969,303.4220905930067,61.67117430661501,36.68681691889626,16.972602739726028,21.16513886035101
2MRS_192.15-5.80,2MRS,192.14961,-5.80085,301.6329133789328,57.063738038134424,32.1554306718168,17.0,20.080145182339727
2MRS_209.05+5.01,2MRS,209.05002,5.01446,340.70566121946325,63.034027163978884,44.73316339318296,17.0,23.93044216670091
AGC520071,CF3,188.07291666666666,-7.5633333333333335,294.6401362515271,54.99987462548802,30.95718520761936,17.06,19.893839006524555
2MRS_146.14-31.79,2MRS,146.13724,-31.79193,262.8208704403541,16.16187141976304,40.2960985638232,17.123287671232877,22.45051785043807
ESO265-002,CF3,165.25708333333336,-43.677499999999995,282.6520862096646,14.80390486510026,23.307250052312824,17.14,18.6629667123707
NGC4094,CF3,181.47500000000002,-14.52638888888889,286.69090440013684,46.904303199990586,26.30325138629811,17.14,19.119620971289876
UGC07756,CF3,188.9025,3.0344444444444445,293.32548373563856,65.61054707484166,41.28738758623146,17.14,22.810467894624406
NGC4580,CF3,189.45166666666665,5.368333333333333,293.84235161827644,67.99919142262767,43.535655653756955,17.14,23.643144829035997
2MRS_183.22+1.30,2MRS,183.21712,1.29968,281.6202174169963,62.564681538781684,40.67839364511957,17.205479452054796,22.68714251869345
NGC4723,CF3,192.7625,-13.23611111111111,302.78615589864046,49.63552909846808,24.695678457646633,17.22,18.953492224676026
PGC043020,CF3,191.42208333333335,-6.0725,300.3230211427104,56.77012226643826,31.949631888341724,17.3,20.38859447626749
ESO328-030,CF3,228.11666666666665,-42.632222222222225,328.77790185450215,13.05221666712904,25.392355319183917,17.3,19.150036893757147
2MRS_192.66+1.46,2MRS,192.66246,1.46418,302.4771632906734,64.33523413923183,39.369611641309376,17.36986301369863,22.468677500123597
NGC4517A,CF3,188.11666666666665,0.3905555555555556,292.4831535809843,62.87679541737454,38.784063275407476,17.38,22.29599417985921
UGC08121,CF3,195.24416666666664,-0.0275,308.1453662133754,62.74765323897972,37.806127965837916,17.38,21.997509116290406
2MRS_192.95-10.45,2MRS,192.95015,-10.45473,303.07811309883505,52.41691705098884,27.455582989065537,17.397260273972602,19.605451160253246
LEDA,CF2,188.1525,2.6607777777777777,291.69632224530545,65.12099201288164,41.02238704460285,17.46,23.142589111390006
2MRS_192.26-8.66,2MRS,192.25911,-8.66435,301.917185111261,54.20266838632164,29.29263245847261,17.493150684931507,20.05791187164573
2MRS_193.60-10.54,2MRS,193.59897,-10.5372,304.12157633470724,52.32771727792126,27.335840325156603,17.52054794520548,19.723013755426738
UGC08053,CF3,193.95458333333332,4.013888888888889,305.71290243694835,66.86198309841583,41.864349867156385,17.54,23.552256752781457
AGC540131,CF3,221.85083333333333,-17.44611111111111,338.4700276855878,37.2971184435894,30.962880496702496,17.62,20.548085975374995
2MRS_185.90+6.08,2MRS,185.89561,6.08174,284.21228405313644,67.93534598696027,44.76836465743875,17.65753424657534,24.871178746982956
2MRS_196.05-5.55,2MRS,196.05476,-5.55162,308.80593777384325,57.17428705548008,32.29068287276045,17.684931506849313,20.92027962230947
ES091-016,CF3,144.5570833333333,-63.48638888888889,283.24883302121685,-8.264532615359762,39.44003421574609,17.7,22.918855277142445
IC0003474,CF3,188.1525,2.6605555555555553,291.6964139405962,65.12077316463419,41.022167280304515,17.7,23.460622016875956
2MRS_197.24-15.52,2MRS,197.23845,-15.51629,309.14157274835793,47.144161344244104,22.38757402968551,17.767123287671232,19.21541493362634
PGC053779,CF3,226.05625,-7.222777777777778,350.8528149005931,42.960839460960294,41.41199697687863,17.78,23.70753331141919
LEDA,CF2,195.24416666666664,-0.027527777777777776,308.1453613076447,62.747625552183415,37.80610018806103,17.78,22.503772437990467
2MRS_168.07-28.00,2MRS,168.0719,-28.00233,277.63923869159623,29.954454103665057,24.71229113386101,17.80821917808219,19.603540521194546
ES572-030,CF3,179.60583333333332,-22.44,287.15405384264244,38.80204536617855,20.42309574997482,17.86,19.057956359515618
UGC07943,CF3,191.69,5.955277777777778,299.71426248209457,68.79779725056329,43.91306123841368,17.86,24.792022418328997
,CF3,200.0704166666667,-21.827222222222222,311.75321994639495,40.54996141425064,16.54042449359195,17.86,18.630965915579527
UGC08727,CF3,207.06708333333336,3.950555555555556,335.7502853022439,63.14226895938566,43.20468144706726,17.86,24.502248586562903
LEDA,CF2,153.67541666666665,-28.871944444444445,266.1192514199362,22.577144591926118,35.540480959730004,17.86,21.948985524245654
2MRS_194.17-7.56,2MRS,194.16927,-7.56278,305.2122771719058,55.28577110479503,30.286173550701154,17.89041095890411,20.71806950930998
2MRS_181.90+2.69,2MRS,181.90479,2.69049,277.8414506617314,63.40733114458614,42.363577816691716,17.931506849315067,24.268370695697733
NGC5121A,CF3,201.38583333333332,-37.37777777777778,310.4013276418958,24.998825385009486,4.8949648684504785,17.95,18.015706908745187
IC004362,CF3,211.34250000000003,-41.81861111111112,317.39930159469884,18.966817715451867,12.974723722163201,17.95,18.420284449273833
2MRS_215.67-48.55,2MRS,215.66525,-48.54578,318.1190209455062,11.617532888700167,18.253991488321226,18.0,18.953806581002226
UGC08054,CF3,193.95416666666665,4.304166666666666,305.74419380167564,67.15200372701617,42.15453795092971,18.03,24.32091145339202
LEDA,CF2,188.9025,3.0345277777777775,293.3254537210001,65.61062948133426,41.2874701906357,18.11,24.10140586709518
2MRS_182.05+2.88,2MRS,182.04623,2.87832,277.9761592991285,63.634555041998595,42.50659351202373,18.17808219178082,24.65829137236143
UGC08078,CF3,194.505,1.5758333333333334,306.74092613753334,64.39889312142664,39.41520798272615,18.2,23.55788619369458
PGC044506,CF3,194.70250000000001,-6.112222222222222,306.2721011789727,56.7117089174048,31.725069608035362,18.2,21.397136381469856
AGC530083,CF3,199.24375,-16.634722222222223,311.7225565703635,45.800697132476465,21.490669324343727,18.2,19.5598550970796
2MRS_168.28-69.26,2MRS,168.28226,-69.26171,294.37808659139125,-8.03895902579254,34.621523907441016,18.21917808219178,22.139590517320272
ES499-037,CF3,150.92416666666668,-27.02777777777778,262.81769344620653,22.491507176819855,38.54005238269698,18.28,23.3707948110019
2MRS_190.83+1.98,2MRS,190.83391,1.97836,298.1773199416242,64.77528581522321,40.01960815606426,18.28767123287671,23.87971808895705
2MRS_198.88-23.98,2MRS,198.88043,-23.98244,309.97179807691526,38.55987697012297,14.196823052629856,18.301369863013697,18.877921399543766
2MRS_229.83-41.23,2MRS,229.82971,-41.23313,330.6557290316185,13.543697949090772,26.72057742197525,18.328767123287673,20.52011053593227
2MRS_193.72-10.25,2MRS,193.71642,-10.24784,304.32085110104737,52.61466569861136,27.619443788414824,18.410958904109588,20.778777363740367
2MRS_195.51-14.88,2MRS,195.51387,-14.88289,306.76056603689324,47.90991448608786,22.952085866139,18.45205479452055,20.03847513944519
2MRS_194.84-15.04,2MRS,194.83864,-15.04217,305.7771936833687,47.78583947379501,22.794126018012175,18.534246575342465,20.104337537709306
LEDA,CF2,144.5570833333333,-63.4865,283.24890841502014,-8.264614949455899,39.44006465724745,18.54,24.006540256703808
2MRS_204.51-17.88,2MRS,204.51266,-17.88403,318.32271978825173,43.590332571031325,21.540832168597294,18.561643835616437,19.95540639596981
LEDA,CF2,221.85083333333333,-17.44613888888889,338.4700087512623,37.2970951041152,30.962860332756286,18.62,21.714261071212896
2MRS_196.23-7.95,2MRS,196.23315,-7.94769,308.73091994389074,54.77204438724306,29.89964196799191,18.65753424657534,21.522133090329707
ES060-019,CF3,134.36124999999998,-69.06,284.5383156203489,-15.050326834529255,44.74404173001063,18.79,26.455153717703038
IC0002523,CF3,148.78958333333333,-33.21,265.54746900616374,16.57442610017732,37.69413735732835,18.79,23.746151939775896
N3585,CF3,168.32125,-26.755,277.24642433101405,31.17529877278455,25.177879821632192,18.79,20.762629030381518
2MRS_208.74+5.33,2MRS,208.74339,5.33363,340.5247265649629,63.46818756161217,44.960168149814066,18.794520547945204,26.56100714643905
2MRS_208.23-1.11,2MRS,208.22696,-1.11473,333.0409622708987,58.11761260451308,38.61491222623449,18.82191780821918,24.088722598786347
2MRS_195.59-50.33,2MRS,195.58815,-50.33404,304.71556067341106,12.499906353693685,12.502979629912367,18.84931506849315,19.307189903904284
I0745,CF3,178.55125,0.1363888888888889,273.5944318352169,59.707759258428965,40.96638624772519,18.88,25.003498208592944
2MRS_203.33-53.35,2MRS,203.332,-53.3547,309.23806083960994,9.003367114942854,16.497883900534227,18.931506849315067,19.744378494619028
AGC028198,CF3,179.03083333333333,-19.895833333333332,285.5779873074308,41.10448289825122,22.79510888930565,18.97,20.5771532692532
PGC041725,CF3,188.4041666666667,-4.884722222222222,294.6038229959117,57.698572372457036,33.532394682953516,18.97,22.75743783798497
2MRS_215.14-29.24,2MRS,215.14217,-29.24186,325.3268165271298,29.72481864350709,18.63216112392659,19.041095890410958,20.09425120390472
ESO437-065,CF3,162.3070833333333,-31.304722222222225,274.3722318948168,24.70349511200468,27.733305556666696,19.05,21.52242597357301
AGC028144,CF3,178.08583333333334,-26.905555555555555,286.98704829745355,34.12985265429838,18.091682352647076,19.05,20.040800700838812
LEDA,CF2,171.30374999999998,-26.73663888888889,280.09436445001273,32.28297794348468,22.974817946115316,19.05,20.691307000920833
2MRS_185.00-17.39,2MRS,184.99796,-17.39194,292.3261401385591,44.83126585566765,22.326331252496416,19.095890410958905,20.643419499652108
2MRS_199.95-21.90,2MRS,199.94688,-21.89995,311.5900624292798,40.4947156746355,16.44311757777878,19.10958904109589,19.92447561377403
2MRS_152.21-67.03,2MRS,152.21068,-67.03085,288.0177580285445,-8.993656250763701,37.808311939027845,19.136986301369863,24.222006947100397
2MRS_215.86+1.73,2MRS,215.86317,1.72621,347.7775358741983,56.3646864812522,43.91780045246628,19.136986301369863,26.566762612561376
NGC003717,CF3,172.8829166666667,-30.3075,283.1288775949018,29.47311501224742,19.920938670207175,19.23,20.453885374774853
AGC530112,CF3,200.08458333333334,-12.571666666666667,313.8689642617724,49.685368453270634,25.630290029007682,19.23,21.328654889062584
2MRS_196.45-8.02,2MRS,196.45383,-8.02041,309.0958948386152,54.67917706958408,29.83367515998238,19.273972602739725,22.218521981050277
PGC037238,CF3,178.25,-4.425833333333333,276.62199997252566,55.432345424619406,36.828373725206255,19.32,24.136886811087308
NGC5916,CF3,230.40791666666667,-13.169166666666666,349.8587589179872,35.6741536158829,39.79497708016111,19.32,25.14512993261866
2MRS_212.10-47.97,2MRS,212.09892,-47.97081,316.0147619209553,12.936438995486457,15.920317226470553,19.383561643835616,20.156689563431915
IC2995,CF3,181.44583333333333,-27.94,290.77964418702084,33.852129528994084,15.198007713295501,19.41,20.11345583408239
2MRS_207.08-50.98,2MRS,207.07878,-50.97754,311.9933806640079,10.890778715945785,15.58956864906512,19.410958904109588,20.152332781836748
2MRS_165.29-44.04,2MRS,165.28644,-44.03954,282.83128800529875,14.485376205036388,23.315273052832254,19.45205479452055,21.181736085713826
2MRS_197.29-28.64,2MRS,197.29201,-28.64179,307.6286234043449,34.06821834618691,9.351019891379657,19.465753424657535,19.727909273741645
NGC4699,CF3,192.25916666666666,-8.664166666666667,301.91727587615884,54.20285258945436,29.292810456660984,19.5,22.359034700132188
UGC007982,CF3,192.45916666666665,2.8519444444444444,301.9595281077111,65.72067115818321,40.76672258136955,19.5,25.746842115841975
LEDA,CF2,148.78958333333333,-33.21019444444445,265.5476000328369,16.574277649303642,37.694068951050035,19.5,24.64340264138903
2MRS_186.50+3.43,2MRS,186.49567,3.42732,287.4390288476257,65.53049883504345,42.04961327755923,19.534246575342465,26.3064418330168
2MRS_180.10-1.10,2MRS,180.09848,-1.1,277.3700134522959,59.214744291478105,39.282209166507144,19.589041095890412,25.307633973969452
UGC09447,CF3,219.95749999999998,-0.7183333333333334,350.4533566658176,51.860911931046886,43.52894657833268,19.59,27.019701564951102
NGC5729,CF3,220.5283333333333,-9.009444444444444,343.3667220768323,44.9981685460055,36.74473243814401,19.68,24.559819611576433
2MRS_192.28-11.41,2MRS,192.28395,-11.40987,302.0264818366572,51.45783272086098,26.555441662979078,19.698630136986303,22.02189160463126
2MRS_201.87-38.18,2MRS,201.87305,-38.17764,310.688810874405,24.150463101487873,5.2423434232099035,19.73972602739726,19.8226412362112
2MRS_194.15-6.82,2MRS,194.15048,-6.81783,305.2265334493443,56.03091092905895,31.03135084476337,19.794520547945204,23.10054712071124
2MRS_186.86+6.26,2MRS,186.85992,6.26267,286.5618526535113,68.36834655933428,44.781081877921146,19.82191780821918,27.92592853771575
2MRS_134.36-69.06,2MRS,134.36134,-69.06007,284.5383931796248,-15.05034485546868,44.744024112303215,19.84931506849315,27.946595066411007
ESO441-017,CF3,182.78250000000003,-31.126944444444444,292.8731745209931,30.956301258208267,12.242787824747772,19.86,20.32217073221004
2MRS_208.55+5.23,2MRS,208.54692,5.2272,340.0273949932323,63.48482548835299,44.8065980751785,19.876712328767123,28.01550957169302
2MRS_202.45-18.04,2MRS,202.45271,-18.03699,315.6332014753739,43.88636689271109,20.780544819105035,19.876712328767123,21.259739112216113
2MRS_178.80-9.03,2MRS,178.80493,-9.02599,280.34268085028447,51.36321946332341,32.39234800345922,19.89041095890411,23.555688336641115
2MRS_197.16-49.51,2MRS,197.15636,-49.50641,305.79720418424813,13.269695330834933,11.754343598412733,19.904109589041095,20.330438237019212
2MRS_201.19-37.68,2MRS,201.19003,-37.68221,310.1837309556092,24.719880967645064,4.711440172722928,19.904109589041095,19.97159347562814
2MRS_213.41-17.98,2MRS,213.40521,-17.98351,329.0482584858589,40.68363231837643,25.429334565570255,19.945205479452056,22.084887278299988
AGC520011,CF3,182.22166666666664,-9.036111111111111,285.5491970025807,52.39362721623351,31.096099824947483,19.95,23.297848570835214
LEDA,CF2,179.03083333333333,-19.896083333333333,285.57808097186177,41.10424306741299,22.79490326982676,20.04,21.737771723061872
LEDA,CF2,212.90875,-1.1604722222222221,340.4569310384213,55.75580863500869,40.11290865322456,20.04,26.203742206695683
2MRS_168.95-27.11,2MRS,168.95296,-27.11066,278.01877682561366,31.093882981520657,24.511805885536194,20.10958904109589,22.10146589977661
ES265-003,CF3,165.28625000000002,-44.03944444444444,282.83111835143393,14.485404565515008,23.315400705288713,20.14,21.930874599176214
ES443-083,CF3,198.23375,-32.69361111111111,308.15190612090623,29.96015945343438,5.693250147203568,20.14,20.23983778389004
2MRS_181.47-14.53,2MRS,181.47485,-14.52642,286.69071072465016,46.904235798157316,26.3032847571206,20.19178082191781,22.52388023311248
2MRS_202.20-17.51,2MRS,202.19606,-17.5121,315.4489452164343,44.450079865599044,21.219119492825268,20.21917808219178,21.689671065703205
ES037-005,CF3,146.61791666666667,-74.59555555555555,291.41751817267146,-16.02745086271492,43.11079171091934,20.23,27.711054497126046
ES380-025,CF3,186.14291666666668,-35.40972222222222,296.78263172341576,27.14103626338598,7.683645301419847,20.23,20.413282601039803
NGC4771,CF3,193.3383333333333,1.2688888888888887,304.0294192307898,64.13655714091166,39.141706088201964,20.23,26.083465404008063
AGC027880,CF3,171.30374999999998,-26.73638888888889,280.0942500763563,32.28320848702769,22.974960783044047,20.32,22.070750794561317
ES382-031,CF3,199.41708333333332,-37.27972222222222,308.70035767808514,25.298056936685555,3.3627079226839505,20.32,20.3550469699688
ES440-027,CF3,178.35,-28.553055555555556,287.788174926571,32.60625802076241,16.861057309258754,20.42,21.337268987991443
LEDA,CF2,168.32125,-26.75486111111111,277.2463542039502,31.175424033103127,25.17795512460943,20.42,22.563765127545356
2MRS_194.45-9.63,2MRS,194.44514,-9.63374,305.54259111457566,53.205856058533854,28.208806572607198,20.424657534246574,23.177421089799747
2MRS_191.51-8.66,2MRS,191.51445,-8.65546,300.65876671767535,54.19254221800273,29.370757154161826,20.438356164383563,23.452891193215955
AGC027392,CF3,159.63875,-27.737222222222222,270.1113797230375,26.535865571707905,31.360901673592338,20.51,24.01903349338863
N3923,CF3,177.7575,-28.80611111111111,287.27594527416915,32.222522762102784,17.123572061684442,20.51,21.461339036058547
2MRS_253.19-59.22,2MRS,253.19304,-59.21694,329.73876139387136,-9.57265106695008,42.15009736427564,20.534246575342465,27.696980382785345
